GUID,PROVID,PROVNAME,SDNAME,GEOTYPE,TEXTTHEME,TEXTID,HIER,INDENT,TEXTNAME,TEXTDATA,MDATA,FDATA
2016A00051201004,12,Nova Scotia,Clark's Harbour,Town,Income,15011,4.4.3.1,1,  0 to 17 years (%),30.8,28.6,33.3
2016A00051201004,12,Nova Scotia,Clark's Harbour,Town,Income,15012,4.4.3.1.1,2,    0 to 5 years (%),37.5,33.3,40
2016A00051201004,12,Nova Scotia,Clark's Harbour,Town,Income,15013,4.4.3.2,1,  18 to 64 years (%),14.6,11.8,17.4
2016A00051201004,12,Nova Scotia,Clark's Harbour,Town,Income,15014,4.4.3.3,1,  65 years and over (%),36.7,33.3,38.9
2016A00051201004,12,Nova Scotia,Clark's Harbour,Town,Income,15015,4.4.4,0,"In low income based on the Low-income cut-offs, after tax (LICO-AT)",45,20,25
2016A00051201004,12,Nova Scotia,Clark's Harbour,Town,Income,15016,4.4.4.1,1,  0 to 17 years,15,5,5
2016A00051201004,12,Nova Scotia,Clark's Harbour,Town,Income,15017,4.4.4.1.1,2,    0 to 5 years,5,0,5
2016A00051201004,12,Nova Scotia,Clark's Harbour,Town,Income,15018,4.4.4.2,1,  18 to 64 years,25,15,15
2016A00051201004,12,Nova Scotia,Clark's Harbour,Town,Income,15019,4.4.4.3,1,  65 years and over,5,0,5
2016A00051201004,12,Nova Scotia,Clark's Harbour,Town,Income,15020,4.4.5,0,"Prevalence of low income based on the Low-income cut-offs, after tax (LICO-AT) (%)",6,5.2,6.7
2016A00051201004,12,Nova Scotia,Clark's Harbour,Town,Income,15021,4.4.5.1,1,  0 to 17 years (%),11.5,7.1,8.3
2016A00051201004,12,Nova Scotia,Clark's Harbour,Town,Income,15022,4.4.5.1.1,2,    0 to 5 years (%),12.5,0,20
2016A00051201004,12,Nova Scotia,Clark's Harbour,Town,Income,15023,4.4.5.2,1,  18 to 64 years (%),5.2,5.9,6.5
2016A00051201004,12,Nova Scotia,Clark's Harbour,Town,Income,15024,4.4.5.3,1,  65 years and over (%),3.3,0,5.6
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12000,4.1.1,0,Total - Income statistics in 2015 for the population aged 15 years and over in private households - 100% data,3720,1875,1845
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12001,4.1.1.1,1,  Number of total income recipients aged 15 years and over in private households - 100% data,3605,1820,1785
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12002,4.1.1.1.1,2,    Median total income in 2015 among recipients ($),28535,37547,22564
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12003,4.1.1.2,1,  Number of after-tax income recipients aged 15 years and over in private households - 100% data,3605,1820,1780
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12004,4.1.1.2.1,2,    Median after-tax income in 2015 among recipients ($),25939,32939,21104
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12005,4.1.1.3,1,  Number of market income recipients aged 15 years and over in private households - 100% data,3010,1585,1425
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12006,4.1.1.3.1,2,    Median market income in 2015 among recipients ($),25045,33792,19029
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12007,4.1.1.4,1,  Number of government transfers recipients aged 15 years and over in private households - 100% data,2970,1505,1475
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12008,4.1.1.4.1,2,    Median government transfers in 2015 among recipients ($),10176,11386,8837
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12009,4.1.1.5,1,  Number of employment income recipients aged 15 years and over in private households - 100% data,2350,1255,1090
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12010,4.1.1.5.1,2,    Median employment income in 2015 among recipients ($),26803,35371,20544
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12011,4.1.2,0,Total - Income statistics in 2015 for the population aged 15 years and over in private households - 25% sample data,3700,1875,1830
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12012,4.1.2.1,1,  Number of total income recipients aged 15 years and over in private households - 25% sample data,3590,1830,1760
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12013,4.1.2.1.1,2,    Average total income in 2015 among recipients ($),37594,47389,27417
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12014,4.1.2.2,1,  Number of after-tax income recipients aged 15 years and over in private households - 25% sample data,3585,1830,1755
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12015,4.1.2.2.1,2,    Average after-tax income in 2015 among recipients ($),31638,38737,24261
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12016,4.1.2.3,1,  Number of market income recipients aged 15 years and over in private households - 25% sample data,3005,1605,1405
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12017,4.1.2.3.1,2,    Average market income in 2015 among recipients ($),34874,43899,24583
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12018,4.1.2.4,1,  Number of government transfers recipients aged 15 years and over in private households - 25% sample data,3015,1515,1500
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12019,4.1.2.4.1,2,    Average government transfers in 2015 among recipients ($),9979,10829,9124
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12020,4.1.2.5,1,  Number of employment income recipients aged 15 years and over in private households - 25% sample data,2340,1275,1060
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12021,4.1.2.5.1,2,    Average employment income in 2015 among recipients ($),37217,46965,25490
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12022,4.1.3,0,Total - Employment income statistics for the population aged 15 years and over in private households - 25% sample data,3700,1875,1825
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12023,4.1.3.1,1,  Number of employment income recipients aged 15 years and over in private households who worked full year full time in 2015 - 25% sample data,810,415,400
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12024,4.1.3.1.1,2,    Median employment income in 2015 for full-year full-time workers ($),38285,43405,35051
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12025,4.1.3.1.2,2,    Average employment income in 2015 for full-year full-time workers ($),47052,56115,37531
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12026,4.1.4,0,Composition of total income in 2015 of the population aged 15 years and over in private households (%) - 100% data,100,100,100
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12027,4.1.4.1,1,  Market income (%),77.4,80.6,71.8
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12028,4.1.4.1.1,2,    Employment income (%),63.6,67.4,56.3
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12029,4.1.4.2,1,  Government transfers (%),22.7,19.4,28.5
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12030,4.1.5,0,Total - Total income groups in 2015 for the population aged 15 years and over in private households - 100% data,3720,1875,1840
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12031,4.1.5.1,1,  Without total income,115,55,60
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12032,4.1.5.2,1,  With total income,3605,1820,1780
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12033,4.1.5.3,1,  Percentage with total income,96.9,97.1,96.7
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12034,4.1.5.3.1,2,"    Under $10,000 (including loss)",515,195,320
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12035,4.1.5.3.2,2,"    $10,000 to $19,999",765,295,465
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12036,4.1.5.3.3,2,"    $20,000 to $29,999",625,245,380
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12037,4.1.5.3.4,2,"    $30,000 to $39,999",485,230,255
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12038,4.1.5.3.5,2,"    $40,000 to $49,999",350,200,150
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12039,4.1.5.3.6,2,"    $50,000 to $59,999",290,200,90
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12040,4.1.5.3.7,2,"    $60,000 to $69,999",155,115,40
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12041,4.1.5.3.8,2,"    $70,000 to $79,999",100,70,30
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12042,4.1.5.3.9,2,"    $80,000 to $89,999",95,60,30
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12043,4.1.5.3.10,2,"    $90,000 to $99,999",50,40,5
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12044,4.1.5.3.11,2,"    $100,000 and over",185,165,20
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12045,4.1.5.3.11.1,3,"      $100,000 to $149,999",115,100,20
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12046,4.1.5.3.11.2,3,"      $150,000 and over",70,65,5
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12047,4.1.6,0,Total - After-tax income groups in 2015 for the population aged 15 years and over in private households - 100% data,3720,1880,1840
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12048,4.1.6.1,1,  Without after-tax income,115,55,60
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12049,4.1.6.2,1,  With after-tax income,3605,1825,1780
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12050,4.1.6.3,1,  Percentage with after-tax income,96.9,97.1,96.7
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12051,4.1.6.3.1,2,"    Under $10,000 (including loss)",535,200,330
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12052,4.1.6.3.2,2,"    $10,000 to $19,999",805,315,495
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12053,4.1.6.3.3,2,"    $20,000 to $29,999",730,295,430
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12054,4.1.6.3.4,2,"    $30,000 to $39,999",560,300,265
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12055,4.1.6.3.5,2,"    $40,000 to $49,999",410,275,135
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12056,4.1.6.3.6,2,"    $50,000 to $59,999",195,150,50
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12057,4.1.6.3.7,2,"    $60,000 to $69,999",135,95,40
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12058,4.1.6.3.8,2,"    $70,000 to $79,999",70,55,15
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12059,4.1.6.3.9,2,"    $80,000 and over",160,150,20
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12060,4.1.6.3.9.1,3,"      $80,000 to $89,999",45,40,5
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12061,4.1.6.3.9.2,3,"      $90,000 to $99,999",35,25,5
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12062,4.1.6.3.9.3,3,"      $100,000 and over",90,85,10
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12063,4.1.7,0,Total - Employment income groups in 2015 for the population aged 15 years and over in private households - 100% data,3720,1875,1840
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12064,4.1.7.1,1,  Without employment income,1370,620,750
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12065,4.1.7.2,1,  With employment income,2350,1255,1095
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12066,4.1.7.3,1,  Percentage with employment income,63.2,66.9,59.5
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12067,4.1.7.3.1,2,"    Under $5,000 (including loss)",290,130,155
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12068,4.1.7.3.2,2,"    $5,000 to $9,999",220,80,135
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12069,4.1.7.3.3,2,"    $10,000 to $19,999",415,180,235
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12070,4.1.7.3.4,2,"    $20,000 to $29,999",360,150,210
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12071,4.1.7.3.5,2,"    $30,000 to $39,999",310,170,145
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12072,4.1.7.3.6,2,"    $40,000 to $49,999",180,110,65
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12073,4.1.7.3.7,2,"    $50,000 to $59,999",170,110,55
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12074,4.1.7.3.8,2,"    $60,000 to $69,999",105,75,25
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12075,4.1.7.3.9,2,"    $70,000 to $79,999",70,50,25
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12076,4.1.7.3.10,2,"    $80,000 and over",240,205,40
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12077,4.1.7.3.10.1,3,"      $80,000 to $89,999",65,45,20
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12078,4.1.7.3.10.2,3,"      $90,000 to $99,999",35,30,5
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,12079,4.1.7.3.10.3,3,"      $100,000 and over",140,125,10
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,13000,4.2.1,0,Total - Income statistics in 2015 for private households by household size - 100% data,1970,,
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,13001,4.2.1.1,1,  Median total income of households in 2015 ($),56858,,
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,13002,4.2.1.2,1,  Median after-tax income of households in 2015 ($),49877,,
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,13003,4.2.1.2.1,2,    Total - Income statistics in 2015 for one-person private households - 100% data,545,,
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,13004,4.2.1.2.1.1,3,      Median total income of one-person households in 2015 ($),27488,,
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,13005,4.2.1.2.1.2,3,      Median after-tax income of one-person households in 2015 ($),25510,,
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,13006,4.2.1.2.2,2,    Total - Income statistics in 2015 for two-or-more-person private households - 100% data,1425,,
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,13007,4.2.1.2.2.1,3,      Median total income of two-or-more-person households in 2015 ($),68651,,
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,13008,4.2.1.2.2.2,3,      Median after-tax income of two-or-more-person households in 2015 ($),60288,,
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,13009,4.2.2,0,Total - Income statistics in 2015 for private households by household size - 25% sample data,1970,,
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,13010,4.2.2.1,1,  Average total income of households in 2015 ($),68416,,
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,13011,4.2.2.2,1,  Average after-tax income of households in 2015 ($),57576,,
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,13012,4.2.2.2.1,2,    Total - Income statistics in 2015 for one-person private households - 25% sample data,585,,
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,13013,4.2.2.2.1.1,3,      Average total income of one-person households in 2015 ($),39895,,
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,13014,4.2.2.2.1.2,3,      Average after-tax income of one-person households in 2015 ($),33548,,
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,13015,4.2.2.2.2,2,    Total - Income statistics in 2015 for two-or-more-person private households - 25% sample data,1385,,
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,13016,4.2.2.2.2.1,3,      Average total income of two-or-more-person households in 2015 ($),80475,,
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,13017,4.2.2.2.2.2,3,      Average after-tax income of two-or-more-person households in 2015 ($),67735,,
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,13018,4.2.3,0,Total - Household total income groups in 2015 for private households - 100% data,1975,,
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,13019,4.2.3.1,1,"  Under $5,000",25,,
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,13020,4.2.3.2,1,"  $5,000 to $9,999",40,,
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,13021,4.2.3.3,1,"  $10,000 to $14,999",40,,
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,13022,4.2.3.4,1,"  $15,000 to $19,999",110,,
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,13023,4.2.3.5,1,"  $20,000 to $24,999",110,,
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,13024,4.2.3.6,1,"  $25,000 to $29,999",130,,
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,13025,4.2.3.7,1,"  $30,000 to $34,999",110,,
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,13026,4.2.3.8,1,"  $35,000 to $39,999",115,,
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,13027,4.2.3.9,1,"  $40,000 to $44,999",100,,
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,13028,4.2.3.10,1,"  $45,000 to $49,999",90,,
2016A00051201006,12,Nova Scotia,Shelburne,Municipal district,Income,13029,4.2.3.11,1,"  $50,000 to $59,999",180,,
