GUID,PN,SDN,GT,GSF,GLF,DQF
2016A00053557011,Ontario,Laird,Township,4.9,9.8,1
2016A00053557014,Ontario,Tarbutt and Tarbutt Additional,Township,5.0,6.2,0
2016A00053557016,Ontario,Johnson,Township,6.0,10.0,112
2016A00053557019,Ontario,Plummer Additional,Township,5.9,8.9,1
2016A00053557021,Ontario,Bruce Mines,Town,6.5,8.2,0
2016A00053557028,Ontario,Thessalon,Town,8.7,10.8,10
2016A00053557035,Ontario,Huron Shores,Municipality,5.8,12.2,11
2016A00053557038,Ontario,Blind River,Town,4.7,8.5,1
2016A00053557039,Ontario,Spanish,Town,6.1,11.4,11
2016A00053557040,Ontario,The North Shore,Township,4.8,10.3,11
2016A00053557041,Ontario,Elliot Lake,City,4.2,4.2,0
2016A00053557051,Ontario,"Macdonald, Meredith and Aberdeen Additional",Township,5.8,12.1,11
2016A00053557061,Ontario,Sault Ste. Marie,City,4.3,5.5,0
2016A00053557066,Ontario,Prince,Township,4.1,6.2,0
2016A00053557071,Ontario,Sagamok,Indian reserve,7.6,7.8,101
2016A00053557072,Ontario,Serpent River 7,Indian reserve,7.9,6.3,202
2016A00053557073,Ontario,Mississagi River 8,Indian reserve,5.9,5.1,101
2016A00053557074,Ontario,Garden River 14,Indian reserve,14.0,14.9,1212
2016A00053557076,Ontario,Wawa,Municipality,7.1,11.0,111
2016A00053557079,Ontario,Dubreuilville,Township,5.7,2.9,0
2016A00053557091,Ontario,White River,Township,4.6,12.2,111
2016A00053557095,Ontario,"Algoma, Unorganized, North Part",Unorganized,6.2,10.8,11
2016A00053557096,Ontario,Hornepayne,Township,6.5,12.2,111
2016A00053558001,Ontario,Neebing,Municipality,4.5,10.6,11
2016A00053558003,Ontario,Fort William 52,Indian reserve,40.5,28.5,4323
2016A00053558004,Ontario,Thunder Bay,City,4.2,4.8,0
2016A00053558011,Ontario,Oliver Paipoonge,Municipality,3.0,4.5,0
2016A00053558012,Ontario,Gillies,Township,3.4,4.8,0
2016A00053558016,Ontario,O'Connor,Township,2.5,3.6,0
2016A00053558019,Ontario,Conmee,Township,4.0,7.6,1
2016A00053558028,Ontario,Shuniah,Municipality,3.1,4.8,0
2016A00053558034,Ontario,Dorion,Township,2.7,15.5,11
2016A00053558041,Ontario,Red Rock,Township,4.0,6.2,0
2016A00053558044,Ontario,Nipigon,Township,6.0,9.8,1
2016A00053558051,Ontario,Schreiber,Township,7.3,10.8,111
2016A00053558054,Ontario,Terrace Bay,Township,4.4,8.6,0
2016A00053558059,Ontario,Marathon,Town,5.6,8.4,101
2016A00053558062,Ontario,Pic River 50,Indian reserve,32.8,28.7,3323
2016A00053558064,Ontario,Lake Helen 53A,Indian reserve,11.2,12.2,1111
2016A00053558066,Ontario,Manitouwadge,Township,5.0,10.4,11
2016A00053558068,Ontario,Long Lake 58,Indian reserve,22.6,24.9,2323
2016A00053558075,Ontario,Greenstone,Municipality,9.3,11.8,111
2016A00053558076,Ontario,Aroland 83,Indian reserve,27.1,20.9,2323
2016A00053558090,Ontario,"Thunder Bay, Unorganized",Unorganized,6.1,8.0,101
2016A00053559001,Ontario,Atikokan,Town,5.7,9.0,1
2016A00053559011,Ontario,Alberton,Township,4.6,4.6,0
2016A00053559012,Ontario,Fort Frances,Town,4.9,6.2,0
2016A00053559016,Ontario,La Vallee,Township,5.5,7.9,0
2016A00053559019,Ontario,Emo,Township,3.2,3.5,0
2016A00053559024,Ontario,Chapple,Township,3.2,12.2,11
2016A00053559026,Ontario,Manitou Rapids 11,Indian reserve,8.2,10.5,212
2016A00053559031,Ontario,Morley,Township,5.4,8.5,0
2016A00053559040,Ontario,Dawson,Township,2.6,5.6,0
2016A00053559042,Ontario,Rainy River,Town,7.7,10.4,10
2016A00053559063,Ontario,Couchiching 16A,Indian reserve,13.3,15.5,1212
2016A00053559066,Ontario,Seine River 23A,Indian reserve,10.1,9.8,1101
2016A00053559090,Ontario,"Rainy River, Unorganized",Unorganized,11.7,11.9,1111
2016A00053560001,Ontario,Ignace,Township,5.1,6.6,0
2016A00053560004,Ontario,Whitefish Bay 32A,Indian reserve,4.3,3.8,101
2016A00053560008,Ontario,Sioux Narrows-Nestor Falls,Township,12.8,6.5,1100
2016A00053560010,Ontario,Kenora,City,6.1,8.9,1
2016A00053560021,Ontario,Machin,Municipality,5.5,5.5,0
2016A00053560027,Ontario,Dryden,City,5.2,5.1,0
2016A00053560032,Ontario,Ear Falls,Township,7.7,12.1,111
2016A00053560034,Ontario,Sioux Lookout,Municipality,5.9,6.4,100
2016A00053560042,Ontario,Red Lake,Municipality,6.6,7.7,101
2016A00053560049,Ontario,Pickle Lake,Township,8.7,16.0,111
2016A00053560050,Ontario,Fort Albany (Part) 67,Indian reserve,25.8,29.1,2323
2016A00053560051,Ontario,Attawapiskat 91A,Indian reserve,38.6,37.7,3333
2016A00053560052,Ontario,Marten Falls 65,Indian reserve,32.1,25.4,3323
2016A00053560053,Ontario,Fort Hope 64,Indian reserve,11.8,12.4,1212
2016A00053560054,Ontario,Cat Lake 63C,Indian reserve,8.0,7.3,202
2016A00053560055,Ontario,Osnaburgh 63B,Indian reserve,13.0,13.8,1313
2016A00053560056,Ontario,Lac Seul 28,Indian reserve,18.6,19.5,1212
2016A00053560058,Ontario,English River 21,Indian reserve,16.5,18.0,1313
2016A00053560059,Ontario,Weagamow Lake 87,Indian reserve,13.0,14.0,1111
2016A00053560061,Ontario,Wabaseemoong,Indian reserve,22.2,22.8,2323
2016A00053560063,Ontario,Sabaskong Bay 35D,Indian reserve,3.1,2.8,101
2016A00053560066,Ontario,Kenora 38B,Indian reserve,16.6,16.2,1313
2016A00053560067,Ontario,Poplar Hill,Indian reserve,21.0,24.2,2323
2016A00053560068,Ontario,Shoal Lake (Part) 39A,Indian reserve,15.4,16.9,1212
2016A00053560070,Ontario,Deer Lake,Indian reserve,12.1,12.5,1212
2016A00053560071,Ontario,Sandy Lake 88,Indian reserve,15.7,17.5,1212
2016A00053560075,Ontario,Kitchenuhmaykoosib Aaki 84 (Big Trout Lake),Indian reserve,32.4,24.1,3323
2016A00053560076,Ontario,Sachigo Lake 1,Indian reserve,11.0,10.7,1212
2016A00053560078,Ontario,Fort Severn 89,Indian reserve,29.1,22.5,2323
2016A00053560079,Ontario,Webequie,Indian reserve,25.0,27.1,2323
2016A00053560080,Ontario,North Spirit Lake,Indian reserve,30.0,24.7,3323
2016A00053560085,Ontario,Wunnumin 1,Indian reserve,14.1,12.2,1212
2016A00053560086,Ontario,Summer Beaver,Indian Settlement,16.9,19.6,1212
2016A00053560088,Ontario,Wapekeka 2,Indian reserve,19.6,14.8,1313
2016A00053560090,Ontario,"Kenora, Unorganized",Unorganized,7.6,8.1,101
2016A00053560095,Ontario,Bearskin Lake,Indian reserve,10.1,11.4,1111
2016A00053560096,Ontario,Kasabonika Lake,Indian reserve,13.8,15.2,1212
2016A00053560097,Ontario,Muskrat Dam Lake,Indian reserve,27.9,19.9,2313
2016A00053560098,Ontario,Kingfisher Lake 1,Indian reserve,22.5,24.3,2223
2016A00053560104,Ontario,Kee-Way-Win,Indian reserve,17.7,20.3,1222
2016A00054601035,Manitoba,Stuartburn,Rural municipality,5.5,8.2,1
2016A00054601039,Manitoba,Piney,Rural municipality,4.9,8.5,0
2016A00054601043,Manitoba,Reynolds,Rural municipality,6.6,10.1,111
2016A00054601046,Manitoba,Whitemouth,Rural municipality,4.6,7.8,0
2016A00054601051,Manitoba,Pinawa,Local government district,4.3,8.0,0
2016A00054601057,Manitoba,Lac du Bonnet,Rural municipality,10.9,6.5,1000
2016A00054601060,Manitoba,Lac du Bonnet,Town,9.0,14.1,111
2016A00054601071,Manitoba,Alexander,Rural municipality,5.1,6.9,0
2016A00054601075,Manitoba,Powerview-Pine Falls,Town,5.4,7.3,101
2016A00054601078,Manitoba,Victoria Beach,Rural municipality,5.4,11.8,10
2016A00054601094,Manitoba,"Division No.  1, Unorganized",Unorganized,11.6,9.0,1100
2016A00054602024,Manitoba,Emerson-Franklin,Municipality,4.3,7.3,0
2016A00054602027,Manitoba,Roseau River 2,Indian reserve,22.7,20.9,2323
2016A00054602032,Manitoba,De Salaberry,Rural municipality,5.2,9.8,1
2016A00054602037,Manitoba,St-Pierre-Jolys,Village,3.8,10.3,10
2016A00054602041,Manitoba,Hanover,Rural municipality,3.4,6.0,0
2016A00054602044,Manitoba,Steinbach,City,2.9,4.5,0
2016A00054602046,Manitoba,Niverville,Town,2.6,2.7,0
2016A00054602053,Manitoba,La Broquerie,Rural municipality,4.4,11.9,11
2016A00054602057,Manitoba,Ste. Anne,Rural municipality,3.8,10.0,11
2016A00054602061,Manitoba,Ste. Anne,Town,5.3,5.8,0
2016A00054602069,Manitoba,Taché,Rural municipality,2.7,5.5,0
2016A00054602075,Manitoba,Ritchot,Rural municipality,2.4,4.8,0
2016A00054603030,Manitoba,Montcalm,Rural municipality,3.7,9.7,0
2016A00054603040,Manitoba,Altona,Town,6.9,4.5,0
2016A00054603041,Manitoba,Rhineland,Municipality,3.0,5.6,0
2016A00054603047,Manitoba,Stanley,Rural municipality,2.7,5.2,0
2016A00054603050,Manitoba,Winkler,City,3.9,6.1,0
2016A00054603053,Manitoba,Morden,City,3.6,5.1,0
2016A00054603058,Manitoba,Thompson,Rural municipality,3.4,13.1,111
2016A00054603062,Manitoba,Roland,Rural municipality,3.8,9.9,0
2016A00054603065,Manitoba,Morris,Rural municipality,3.1,3.1,0
2016A00054603067,Manitoba,Morris,Town,5.1,7.4,0
2016A00054603072,Manitoba,Dufferin,Rural municipality,2.5,5.1,0
2016A00054603074,Manitoba,Carman,Town,6.2,7.8,0
2016A00054604034,Manitoba,Pembina,Municipality,8.3,4.3,0
2016A00054604040,Manitoba,Louise,Municipality,9.4,4.2,0
2016A00054604052,Manitoba,Cartwright-Roblin,Municipality,3.6,4.2,0
2016A00054604057,Manitoba,Argyle,Rural municipality,11.5,11.3,1010
2016A00054604064,Manitoba,Lorne,Municipality,9.8,7.5,0
2016A00054604068,Manitoba,Swan Lake  7,Indian reserve,3.4,3.5,101
2016A00054605025,Manitoba,Killarney - Turtle Mountain,Rural municipality,5.1,5.4,0
2016A00054605032,Manitoba,Boissevain-Morton,Municipality,5.1,8.5,0
2016A00054605038,Manitoba,Deloraine-Winchester,Municipality,5.0,7.9,1
2016A00054605044,Manitoba,Brenda-Waskada,Municipality,2.5,7.5,1
2016A00054605052,Manitoba,Melita,Town,6.5,5.8,0
2016A00054605056,Manitoba,Two Borders,Municipality,2.8,5.6,0
2016A00054605062,Manitoba,Grassland,Municipality,5.2,9.5,1
2016A00054605071,Manitoba,Prairie Lakes,Rural municipality,5.1,8.5,0
2016A00054606016,Manitoba,Sifton,Rural municipality,2.7,5.8,0
2016A00054606023,Manitoba,Pipestone,Rural municipality,4.2,2.4,0
2016A00054606029,Manitoba,Canupawakpa Dakota First Nation (Oak Lake 59),Indian reserve,6.4,7.6,202
2016A00054606031,Manitoba,Wallace-Woodworth,Rural municipality,4.2,2.5,0
2016A00054606034,Manitoba,Virden,Town,5.0,4.4,0
2016A00054606040,Manitoba,Sioux Valley Dakota Nation,Indian reserve,4.7,4.8,101
2016A00054607039,Manitoba,Glenboro-South Cypress,Municipality,4.9,6.2,0
2016A00054607046,Manitoba,Oakland-Wawanesa,Municipality,3.4,7.2,0
2016A00054607052,Manitoba,Souris-Glenwood,Municipality,8.3,6.8,100
2016A00054607057,Manitoba,Whitehead,Rural municipality,2.6,6.8,0
2016A00054607060,Manitoba,Cornwallis,Rural municipality,3.3,4.8,0
2016A00054607062,Manitoba,Brandon,City,3.7,4.4,0
2016A00054607066,Manitoba,North Cypress-Langford,Municipality,10.1,6.3,1100
2016A00054607068,Manitoba,Carberry,Town,5.9,5.3,0
2016A00054607071,Manitoba,Elton,Rural municipality,3.1,7.2,0
2016A00054607076,Manitoba,Riverdale,Municipality,3.2,4.9,0
2016A00054608032,Manitoba,Norfolk-Treherne,Municipality,4.0,9.6,0
2016A00054608042,Manitoba,Victoria,Rural municipality,8.1,7.1,0
2016A00054608046,Manitoba,North Norfolk,Municipality,5.4,7.0,0
2016A00054608055,Manitoba,Glenella-Lansdowne,Municipality,5.5,6.4,0
2016A00054608060,Manitoba,WestLake-Gladstone,Municipality,5.7,3.3,100
2016A00054608069,Manitoba,Sandy Bay 5,Indian reserve,7.2,6.9,101
2016A00054609018,Manitoba,Grey,Rural municipality,4.5,5.6,0
2016A00054609024,Manitoba,Portage la Prairie,Rural municipality,4.2,8.1,1
2016A00054609025,Manitoba,Long Plain (Part) 6,Indian reserve,10.3,10.9,1212
2016A00054609029,Manitoba,Portage la Prairie,City,4.9,6.4,0
2016A00054610035,Manitoba,Macdonald,Rural municipality,3.0,6.6,0
2016A00054610043,Manitoba,Cartier,Rural municipality,3.4,6.3,0
2016A00054610052,Manitoba,St. François Xavier,Rural municipality,2.3,3.5,0
2016A00054611040,Manitoba,Winnipeg,City,3.3,3.9,0
2016A00054611042,Manitoba,Headingley,Rural municipality,10.9,1.4,1000
2016A00054612047,Manitoba,Springfield,Rural municipality,2.7,5.9,0
2016A00054612054,Manitoba,Brokenhead,Rural municipality,4.0,6.6,0
2016A00054612056,Manitoba,Beausejour,Town,6.5,8.5,0
2016A00054613032,Manitoba,East St. Paul,Rural municipality,1.4,3.1,0
2016A00054613037,Manitoba,West St. Paul,Rural municipality,3.7,3.2,0
2016A00054613043,Manitoba,St. Andrews,Rural municipality,2.8,3.5,0
2016A00054613047,Manitoba,Selkirk,City,5.7,4.8,0
2016A00054613049,Manitoba,Dunnottar,Village,4.0,9.3,0
2016A00054613056,Manitoba,St. Clements,Rural municipality,3.6,5.5,0
2016A00054613062,Manitoba,Brokenhead 4,Indian reserve,10.3,10.6,1212
2016A00054614015,Manitoba,Rosser,Rural municipality,3.1,9.2,1
2016A00054614031,Manitoba,Woodlands,Rural municipality,4.6,6.3,0
2016A00054614036,Manitoba,Rockwood,Rural municipality,6.0,6.3,0
2016A00054614039,Manitoba,Stonewall,Town,7.0,7.8,1
2016A00054614042,Manitoba,Teulon,Town,5.9,8.6,0
2016A00054615020,Manitoba,Neepawa,Town,5.0,8.2,0
2016A00054615032,Manitoba,Oakview,Rural municipality,3.3,8.1,0
2016A00054615037,Manitoba,Hamiota,Municipality,4.9,2.9,0
2016A00054615042,Manitoba,Birdtail Creek 57,Indian reserve,4.0,4.1,101
2016A00054615047,Manitoba,Ellice-Archie,Rural municipality,3.2,8.0,0
2016A00054615056,Manitoba,Prairie View,Municipality,4.0,6.9,0
2016A00054615063,Manitoba,Yellowhead,Rural municipality,4.9,6.4,0
2016A00054615067,Manitoba,Keeseekoowenin 61,Indian reserve,1.6,3.3,101
2016A00054615070,Manitoba,Harrison Park,Municipality,7.4,12.1,11
2016A00054615071,Manitoba,Rolling River 67,Indian reserve,2.5,2.9,0
2016A00054615074,Manitoba,Minto-Odanah,Municipality,2.7,5.6,0
2016A00054615075,Manitoba,Minnedosa,Town,4.6,6.3,0
2016A00054615078,Manitoba,Rosedale,Rural municipality,6.1,16.0,111
2016A00054615092,Manitoba,Clanwilliam-Erickson,Municipality,6.3,12.6,11
2016A00054616005,Manitoba,Rossburn,Municipality,7.5,9.7,1
2016A00054616017,Manitoba,Waywayseecappo First Nation,Indian reserve,4.2,4.8,101
2016A00054616020,Manitoba,Riding Mountain West,Rural municipality,9.2,9.9,101
2016A00054616030,Manitoba,Russell-Binscarth,Municipality,6.1,7.4,0
2016A00054616046,Manitoba,Valley River 63A,Indian reserve,10.9,12.8,1212
2016A00054616048,Manitoba,Hillsburg-Roblin-Shell River,Municipality,5.6,9.4,1
2016A00054617026,Manitoba,Alonsa,Rural municipality,4.6,8.3,1
2016A00054617029,Manitoba,Ebb and Flow 52,Indian reserve,1.4,1.2,101
2016A00054617035,Manitoba,McCreary,Municipality,7.6,14.3,11
2016A00054617041,Manitoba,Ste. Rose,Municipality,9.9,11.1,111
2016A00054617048,Manitoba,Dauphin,Rural municipality,3.2,7.3,0
2016A00054617050,Manitoba,Dauphin,City,7.5,5.7,0
2016A00054617054,Manitoba,Gilbert Plains,Municipality,4.7,7.3,0
2016A00054617058,Manitoba,Grandview,Municipality,5.2,9.2,0
2016A00054617064,Manitoba,Ethelbert,Municipality,4.4,9.7,1
2016A00054617072,Manitoba,Mossey River,Rural municipality,4.9,5.6,0
2016A00054617075,Manitoba,Lakeshore,Rural municipality,4.0,8.4,0
2016A00054618031,Manitoba,Gimli,Rural municipality,7.0,10.9,11
2016A00054618034,Manitoba,Winnipeg Beach,Town,4.8,7.7,0
2016A00054618037,Manitoba,Armstrong,Rural municipality,5.4,15.1,11
2016A00054618040,Manitoba,St. Laurent,Rural municipality,6.3,11.9,111
2016A00054618044,Manitoba,Coldwell,Rural municipality,4.9,11.1,11
2016A00054618055,Manitoba,Dog Creek 46,Indian reserve,4.6,4.4,101
2016A00054618056,Manitoba,West Interlake,Municipality,5.8,13.0,11
2016A00054618060,Manitoba,Grahamdale,Rural municipality,6.2,7.3,1
2016A00054618063,Manitoba,Little Saskatchewan 48,Indian reserve,36.6,28.3,3323
2016A00054618067,Manitoba,Fairford (Part) 50,Indian reserve,31.5,25.6,3323
2016A00054618068,Manitoba,Fisher,Rural municipality,5.5,10.9,11
2016A00054618074,Manitoba,Arborg,Town,5.0,7.5,0
2016A00054618076,Manitoba,Bifrost-Riverton,Municipality,3.5,9.3,1
2016A00054619045,Manitoba,"Division No. 19, Unorganized",Unorganized,7.7,19.6,112
2016A00054619050,Manitoba,Fort Alexander 3,Indian reserve,5.8,5.7,101
2016A00054619051,Manitoba,Little Grand Rapids 14,Indian reserve,10.8,4.9,1101
2016A00054619052,Manitoba,Bloodvein 12,Indian reserve,3.0,3.1,101
2016A00054619053,Manitoba,Hole or Hollow Water 10,Indian reserve,4.4,3.7,0
2016A00054619054,Manitoba,Black River 9,Indian reserve,8.6,10.1,111
2016A00054619056,Manitoba,Fisher River 44,Indian reserve,11.2,11.5,1212
2016A00054619059,Manitoba,Peguis 1B,Indian reserve,7.5,6.3,202
2016A00054619068,Manitoba,Crane River 51,Indian reserve,7.0,1.2,101
2016A00054619069,Manitoba,Waterhen 45,Indian reserve,2.7,2.2,101
2016A00054619070,Manitoba,Pine Creek 66A,Indian reserve,6.5,7.2,101
2016A00054619072,Manitoba,Shoal River Indian Reserve 65A,Indian reserve,11.6,12.3,1212
2016A00054619075,Manitoba,Poplar River 16,Indian reserve,3.8,3.3,101
2016A00054619077,Manitoba,Berens River 13,Indian reserve,2.0,2.3,101
2016A00054619079,Manitoba,Pauingassi First Nation,Indian reserve,7.7,6.8,202
2016A00054620032,Manitoba,Mountain (South),Rural municipality,11.6,18.2,1111
2016A00054620042,Manitoba,Swan Valley West,Municipality,3.9,8.7,0
2016A00054620048,Manitoba,Swan River,Town,6.8,10.1,11
2016A00054620051,Manitoba,Minitonas-Bowsman,Municipality,5.2,12.4,11
2016A00054620055,Manitoba,Mountain (North),Rural municipality,13.4,15.1,1111
2016A00054621025,Manitoba,Grand Rapids,Town,4.9,9.6,1
2016A00054621027,Manitoba,Grand Rapids 33,Indian reserve,17.8,19.5,1313
2016A00054621029,Manitoba,Chemawawin 2,Indian reserve,17.8,19.4,1313
2016A00054621040,Manitoba,Opaskwayak Cree Nation 21I,Indian reserve,14.6,16.2,1212
2016A00054621043,Manitoba,Opaskwayak Cree Nation 21E,Indian reserve,8.8,9.3,101
2016A00054621045,Manitoba,The Pas,Town,9.7,14.4,111
2016A00054621052,Manitoba,Kelsey,Rural municipality,16.7,15.5,1211
2016A00054621058,Manitoba,Moose Lake 31A,Indian reserve,16.1,18.0,1212
2016A00054621064,Manitoba,Flin Flon (Part),City,5.3,9.2,1
2016A00054621071,Manitoba,Snow Lake,Town,6.4,8.3,0
2016A00054621078,Manitoba,"Division No. 21, Unorganized",Unorganized,8.2,9.3,101
2016A00054622026,Manitoba,Thompson,City,5.0,10.4,111
2016A00054622046,Manitoba,"Division No. 22, Unorganized",Unorganized,9.3,8.6,101
2016A00054622048,Manitoba,Garden Hill First Nation,Indian reserve,15.1,17.6,1212
2016A00054622049,Manitoba,God's Lake 23,Indian reserve,33.1,25.9,3323
2016A00054622050,Manitoba,Oxford House 24,Indian reserve,3.6,4.2,101
2016A00054622051,Manitoba,Cross Lake 19,Indian reserve,11.6,12.8,1212
2016A00054622052,Manitoba,Cross Lake 19A,Indian reserve,6.9,7.4,101
2016A00054622055,Manitoba,God's River 86A,Indian reserve,7.5,8.5,101
2016A00054622056,Manitoba,Red Sucker Lake 1976,Indian reserve,14.0,15.3,1212
2016A00054622058,Manitoba,Norway House 17,Indian reserve,13.3,13.9,1212
2016A00054622059,Manitoba,Nelson House 170,Indian reserve,10.1,12.2,1212
2016A00054622063,Manitoba,Split Lake (Part) 171,Indian reserve,15.0,15.8,1313
2016A00054622065,Manitoba,York Landing,Indian reserve,15.3,17.6,1212
2016A00054622067,Manitoba,Cross Lake 19E,Indian reserve,12.5,13.5,1212
2016A00054622800,Manitoba,Wasagamack,Indian reserve,4.0,4.0,101
2016A00054622801,Manitoba,St. Theresa Point,Indian reserve,6.0,7.9,101
2016A00054623022,Manitoba,Gillam,Town,4.6,11.8,11
2016A00054623034,Manitoba,Leaf Rapids,Town,15.1,33.2,1233
2016A00054623037,Manitoba,South Indian Lake,Indian Settlement,17.1,19.9,1212
2016A00054623047,Manitoba,Lynn Lake,Town,10.3,36.0,1133
2016A00054623056,Manitoba,Churchill,Town,6.1,13.0,111
2016A00054623058,Manitoba,Churchill 1,Indian reserve,5.7,6.1,101
2016A00054623064,Manitoba,Pukatawagan 198,Indian reserve,9.6,11.6,212
2016A00054623065,Manitoba,Brochet 197,Indian reserve,3.8,5.9,101
2016A00054623067,Manitoba,Lac Brochet 197A,Indian reserve,4.6,5.2,101
2016A00054623071,Manitoba,Shamattawa 1,Indian reserve,7.2,7.4,202
2016A00054701001,Saskatchewan,Argyle No. 1,Rural municipality,1.3,4.2,0
2016A00054701006,Saskatchewan,Mount Pleasant No. 2,Rural municipality,5.1,8.3,1
2016A00054701008,Saskatchewan,Carnduff,Town,7.4,2.8,0
2016A00054701011,Saskatchewan,Enniskillen No. 3,Rural municipality,5.0,11.3,11
2016A00054701014,Saskatchewan,Oxbow,Town,3.9,4.1,0
2016A00054701016,Saskatchewan,Coalfields No. 4,Rural municipality,2.8,4.2,0
2016A00054701021,Saskatchewan,Bienfait,Town,4.5,1.9,0
2016A00054701022,Saskatchewan,Estevan No. 5,Rural municipality,2.4,3.5,0
2016A00054701024,Saskatchewan,Estevan,City,4.0,4.1,0
2016A00054701027,Saskatchewan,Benson No. 35,Rural municipality,3.7,10.4,11
2016A00054701031,Saskatchewan,Browning No. 34,Rural municipality,2.9,3.2,0
2016A00054701032,Saskatchewan,Lampman,Town,3.4,10.9,11
2016A00054701036,Saskatchewan,Moose Creek No. 33,Rural municipality,1.0,7.3,0
2016A00054701037,Saskatchewan,Alameda,Town,3.7,9.5,1
2016A00054701039,Saskatchewan,Reciprocity No. 32,Rural municipality,4.2,9.1,1
2016A00054701043,Saskatchewan,Storthoaks No. 31,Rural municipality,3.9,5.0,0
2016A00054701047,Saskatchewan,Antler No. 61,Rural municipality,3.0,10.1,11
2016A00054701049,Saskatchewan,Redvers,Town,6.1,7.5,0
2016A00054701053,Saskatchewan,Moose Mountain No. 63,Rural municipality,5.0,8.1,1
2016A00054701054,Saskatchewan,Manor,Village,2.2,0.0,0
2016A00054701056,Saskatchewan,Carlyle,Town,5.1,7.6,0
2016A00054701059,Saskatchewan,Arcola,Town,3.5,7.1,1
2016A00054701063,Saskatchewan,Tecumseh No. 65,Rural municipality,1.2,8.0,1
2016A00054701066,Saskatchewan,Stoughton,Town,9.9,6.1,100
2016A00054701076,Saskatchewan,Wawken No. 93,Rural municipality,2.5,8.6,1
2016A00054701078,Saskatchewan,Wawota,Town,8.5,7.5,0
2016A00054701091,Saskatchewan,Walpole No. 92,Rural municipality,2.3,3.4,0
2016A00054701094,Saskatchewan,Maryfield No. 91,Rural municipality,5.0,12.2,11
2016A00054701096,Saskatchewan,Maryfield,Village,8.8,4.7,100
2016A00054701808,Saskatchewan,White Bear 70,Indian reserve,16.4,14.4,1212
2016A00054702001,Saskatchewan,Cambria No. 6,Rural municipality,2.6,8.0,0
2016A00054702023,Saskatchewan,Bengough,Town,4.3,7.1,0
2016A00054702024,Saskatchewan,Bengough No. 40,Rural municipality,2.9,5.3,0
2016A00054702029,Saskatchewan,Laurier No. 38,Rural municipality,2.1,4.8,0
2016A00054702031,Saskatchewan,Radville,Town,5.5,7.9,0
2016A00054702033,Saskatchewan,Lomond No. 37,Rural municipality,8.8,21.6,122
2016A00054702037,Saskatchewan,Cymri No. 36,Rural municipality,2.6,8.8,0
